gene	status	length_ours	length_reference	length_difference	first_difference_1_based	orf_end_1_based	first_difference_is_right_after_orf	triplet_at_difference_in_ours	triplet_is_stop_codon
ENSG00000019169	extra_triplet_right_after_orf	1838	1835	3	1696	1695	True	TGA	True
ENSG00000019485	extra_triplet_right_after_orf	10744	10741	3	3777	3776	True	TAG	True
ENSG00000019549	extra_triplet_right_after_orf	2099	2096	3	980	979	True	TGA	True
ENSG00000019995	extra_triplet_right_after_orf	5695	5692	3	2496	2495	True	TGA	True
ENSG00000020129	extra_triplet_right_after_orf	3433	3430	3	2315	2314	True	TGA	True
ENSG00000020181	extra_triplet_right_after_orf	5651	5648	3	4028	4027	True	TAA	True
ENSG00000020256	extra_triplet_right_after_orf	3264	3261	3	2395	2393	True	TAG	True
ENSG00000020426	extra_triplet_right_after_orf	2635	2632	3	1029	1028	True	TAA	True
ENSG00000020577	extra_triplet_right_after_orf	6833	6830	3	2460	2459	True	TAG	True
ENSG00000020633	extra_triplet_right_after_orf	4340	4337	3	1727	1726	True	TGA	True
ENSG00000020922	extra_triplet_right_after_orf	2684	2681	3	2425	2422	True	TAA	True
ENSG00000021355	extra_triplet_right_after_orf	2619	2616	3	1341	1340	True	TAG	True
ENSG00000021574	extra_triplet_right_after_orf	5117	5114	3	1974	1973	True	TAA	True
ENSG00000021645	extra_triplet_right_after_orf	6069	6066	3	5998	5997	True	TAA	True
ENSG00000021762	extra_triplet_right_after_orf	3889	3886	3	2798	2797	True	TAG	True
ENSG00000021776	extra_triplet_right_after_orf	9694	9691	3	4682	4681	True	TAG	True
ENSG00000021826	extra_triplet_right_after_orf	5698	5695	3	4574	4573	True	TAG	True
ENSG00000022267	extra_triplet_right_after_orf	2706	2703	3	1299	1298	True	TGA	True
ENSG00000022277	extra_triplet_right_after_orf	1745	1742	3	1122	1121	True	TGA	True
ENSG00000022556	extra_triplet_right_after_orf	3576	3573	3	3330	3329	True	TGA	True
ENSG00000022976	extra_triplet_right_after_orf	2987	2984	3	2797	2796	True	TAG	True
ENSG00000023041	extra_triplet_right_after_orf	2170	2167	3	1664	1663	True	TAG	True
ENSG00000023171	extra_triplet_right_after_orf	2805	2802	3	2749	2748	True	TGA	True
ENSG00000023191	extra_triplet_right_after_orf	2973	2970	3	2792	2791	True	TGA	True
ENSG00000023228	extra_triplet_right_after_orf	3361	3358	3	2285	2284	True	TGA	True
ENSG00000023287	extra_triplet_right_after_orf	6635	6632	3	5307	5306	True	TAA	True
ENSG00000023318	extra_triplet_right_after_orf	4854	4851	3	1419	1418	True	TAA	True
ENSG00000023330	extra_triplet_right_after_orf	2430	2427	3	2281	2280	True	TGA	True
ENSG00000023445	extra_triplet_right_after_orf	4238	4235	3	1935	1934	True	TGA	True
ENSG00000023516	extra_triplet_right_after_orf	9920	9917	3	5879	5878	True	TAG	True
ENSG00000023572	extra_triplet_right_after_orf	1131	1128	3	974	971	True	TGA	True
ENSG00000023608	extra_triplet_right_after_orf	2656	2653	3	1209	1208	True	TGA	True
ENSG00000023697	extra_triplet_right_after_orf	1705	1702	3	1167	1166	True	TAA	True
ENSG00000023734	extra_triplet_right_after_orf	1442	1439	3	1404	1403	True	TGA	True
ENSG00000023839	extra_triplet_right_after_orf	5312	5309	3	4749	4748	True	TAG	True
ENSG00000023902	extra_triplet_right_after_orf	2050	2047	3	1506	1505	True	TGA	True
ENSG00000023909	extra_triplet_right_after_orf	4857	4854	3	1070	1069	True	TAA	True
ENSG00000024048	extra_triplet_right_after_orf	7857	7854	3	5525	5523	True	TAA	True
ENSG00000024422	extra_triplet_right_after_orf	3585	3582	3	1881	1880	True	TGA	True
ENSG00000024526	extra_triplet_right_after_orf	5331	5328	3	2549	2548	True	TAA	True
ENSG00000024862	extra_triplet_right_after_orf	1496	1493	3	978	977	True	TAA	True
ENSG00000025039	extra_triplet_right_after_orf	4900	4897	3	1478	1477	True	TAG	True
ENSG00000025156	extra_triplet_right_after_orf	2549	2546	3	1801	1800	True	TAA	True
ENSG00000025293	extra_triplet_right_after_orf	5922	5919	3	3166	3165	True	TGA	True
ENSG00000025423	extra_triplet_right_after_orf	1751	1748	3	1301	1300	True	TAA	True
ENSG00000025434	extra_triplet_right_after_orf	1704	1701	3	1567	1566	True	TGA	True
ENSG00000025708	extra_triplet_right_after_orf	1604	1601	3	1584	1583	True	TAA	True
ENSG00000025770	extra_triplet_right_after_orf	1996	1993	3	1897	1896	True	TGA	True
ENSG00000025772	extra_triplet_right_after_orf	2062	2059	3	1081	1080	True	TAA	True
ENSG00000025796	extra_triplet_right_after_orf	6411	6408	3	2461	2460	True	TAA	True
ENSG00000025800	extra_triplet_right_after_orf	7378	7375	3	1704	1701	True	TAA	True
ENSG00000026025	extra_triplet_right_after_orf	1868	1865	3	1544	1543	True	TAA	True
ENSG00000026103	extra_triplet_right_after_orf	2563	2560	3	1226	1225	True	TAG	True
ENSG00000026297	extra_triplet_right_after_orf	1391	1388	3	1328	1325	True	TGA	True
ENSG00000026508	extra_triplet_right_after_orf	3046	3043	3	2350	2349	True	TAA	True
ENSG00000026559	extra_triplet_right_after_orf	2211	2208	3	1826	1825	True	TGA	True
ENSG00000026652	extra_triplet_right_after_orf	7865	7862	3	1348	1347	True	TGA	True
ENSG00000026751	extra_triplet_right_after_orf	2689	2686	3	1043	1042	True	TAG	True
ENSG00000026950	extra_triplet_right_after_orf	3434	3431	3	1908	1907	True	TGA	True
ENSG00000027001	extra_triplet_right_after_orf	2400	2397	3	2239	2238	True	TAA	True
ENSG00000027075	extra_triplet_right_after_orf	3582	3579	3	2435	2434	True	TAG	True
ENSG00000027644	extra_triplet_right_after_orf	5101	5098	3	4289	4288	True	TGA	True
ENSG00000027697	extra_triplet_right_after_orf	2139	2136	3	1590	1589	True	TGA	True
ENSG00000027847	extra_triplet_right_after_orf	1747	1744	3	1093	1092	True	TGA	True
ENSG00000027869	extra_triplet_right_after_orf	1673	1670	3	1338	1337	True	TAG	True
ENSG00000028116	extra_triplet_right_after_orf	1888	1885	3	1708	1707	True	TGA	True
ENSG00000028137	extra_triplet_right_after_orf	3683	3680	3	1473	1472	True	TAA	True
ENSG00000028203	extra_triplet_right_after_orf	4562	4559	3	2443	2442	True	TAA	True
ENSG00000028310	extra_triplet_right_after_orf	2156	2153	3	1959	1958	True	TAA	True
ENSG00000028528	extra_triplet_right_after_orf	3373	3370	3	1693	1692	True	TGA	True
ENSG00000028839	extra_triplet_right_after_orf	4228	4225	3	835	833	True	TAA	True
ENSG00000029153	extra_triplet_right_after_orf	2291	2288	3	1927	1926	True	TAG	True
ENSG00000029363	extra_triplet_right_after_orf	7263	7260	3	3017	3013	True	TAA	True
ENSG00000029364	extra_triplet_right_after_orf	3560	3557	3	1600	1599	True	TAA	True
ENSG00000029534	extra_triplet_right_after_orf	6379	6376	3	5974	5973	True	TGA	True
ENSG00000029639	extra_triplet_right_after_orf	1424	1421	3	1095	1094	True	TAG	True
ENSG00000029725	extra_triplet_right_after_orf	5365	5362	3	2774	2773	True	TGA	True
ENSG00000029993	extra_triplet_right_after_orf	3560	3557	3	697	696	True	TAA	True
ENSG00000030066	extra_triplet_right_after_orf	5376	5373	3	4357	4355	True	TGA	True
ENSG00000030110	extra_triplet_right_after_orf	2136	2133	3	883	882	True	TGA	True
ENSG00000030419	extra_triplet_right_after_orf	3747	3744	3	1748	1747	True	TAG	True
ENSG00000030582	extra_triplet_right_after_orf	2342	2339	3	2036	2035	True	TGA	True
ENSG00000031003	extra_triplet_right_after_orf	5465	5462	3	3198	3197	True	TAA	True
ENSG00000031081	extra_triplet_right_after_orf	9317	9314	3	4866	4864	True	TGA	True
ENSG00000031691	extra_triplet_right_after_orf	1733	1730	3	899	898	True	TAA	True
ENSG00000031698	extra_triplet_right_after_orf	1882	1879	3	1620	1619	True	TGA	True
ENSG00000031823	extra_triplet_right_after_orf	3233	3230	3	1760	1759	True	TAG	True
ENSG00000032219	extra_triplet_right_after_orf	5891	5888	3	4146	4144	True	TGA	True
ENSG00000032389	extra_triplet_right_after_orf	1795	1792	3	1384	1383	True	TGA	True
ENSG00000032444	extra_triplet_right_after_orf	4522	4519	3	4321	4320	True	TGA	True
ENSG00000032742	extra_triplet_right_after_orf	3091	3088	3	2829	2826	True	TAA	True
ENSG00000033011	extra_triplet_right_after_orf	2132	2129	3	1424	1423	True	TAA	True
ENSG00000033030	extra_triplet_right_after_orf	2955	2952	3	2356	2354	True	TAA	True
ENSG00000033050	extra_triplet_right_after_orf	2185	2182	3	1949	1948	True	TGA	True
ENSG00000033100	extra_triplet_right_after_orf	3978	3975	3	3830	3829	True	TAG	True
ENSG00000033122	extra_triplet_right_after_orf	5000	4997	3	4642	4641	True	TAA	True
ENSG00000033170	extra_triplet_right_after_orf	5166	5163	3	3453	3452	True	TAA	True
ENSG00000033178	extra_triplet_right_after_orf	9564	9561	3	3219	3216	True	TAA	True
ENSG00000033327	extra_triplet_right_after_orf	6092	6089	3	2118	2114	True	TGA	True
ENSG00000033627	extra_triplet_right_after_orf	4110	4107	3	2646	2645	True	TGA	True
ENSG00000033800	extra_triplet_right_after_orf	2932	2929	3	2702	2700	True	TGA	True
ENSG00000033867	extra_triplet_right_after_orf	4159	4156	3	3999	3998	True	TAG	True
ENSG00000034053	extra_triplet_right_after_orf	4031	4028	3	2847	2846	True	TAG	True
ENSG00000034152	extra_triplet_right_after_orf	2303	2300	3	1291	1290	True	TAG	True
ENSG00000034510	extra_triplet_right_after_orf	496	493	3	242	241	True	TAA	True
ENSG00000034533	extra_triplet_right_after_orf	2504	2501	3	2320	2319	True	TAA	True
ENSG00000034677	extra_triplet_right_after_orf	4124	4121	3	2625	2624	True	TAG	True
ENSG00000034693	extra_triplet_right_after_orf	1969	1966	3	1184	1182	True	TGA	True
ENSG00000034713	extra_triplet_right_after_orf	1002	999	3	488	487	True	TGA	True
ENSG00000035115	extra_triplet_right_after_orf	2064	2061	3	1404	1403	True	TAA	True
ENSG00000035141	extra_triplet_right_after_orf	885	882	3	770	769	True	TAA	True
ENSG00000035403	extra_triplet_right_after_orf	5482	5479	3	3497	3496	True	TAG	True
ENSG00000035499	extra_triplet_right_after_orf	2499	2496	3	1661	1655	True	TAA	True
ENSG00000035664	extra_triplet_right_after_orf	8086	8083	3	1497	1495	True	TAA	True
ENSG00000035681	extra_triplet_right_after_orf	3371	3368	3	3033	3032	True	TAA	True
ENSG00000035687	extra_triplet_right_after_orf	2780	2777	3	1687	1685	True	TAA	True
ENSG00000035720	extra_triplet_right_after_orf	1511	1508	3	968	967	True	TGA	True
ENSG00000035862	extra_triplet_right_after_orf	3652	3649	3	960	959	True	TAA	True
ENSG00000035928	extra_triplet_right_after_orf	4886	4883	3	3579	3578	True	TGA	True
ENSG00000036257	extra_triplet_right_after_orf	6741	6738	3	2644	2643	True	TAA	True
ENSG00000036448	extra_triplet_right_after_orf	5014	5011	3	4537	4536	True	TGA	True
ENSG00000036530	extra_triplet_right_after_orf	2181	2178	3	1605	1604	True	TGA	True
ENSG00000036549	extra_triplet_right_after_orf	4328	4325	3	3186	3185	True	TGA	True
ENSG00000036672	extra_triplet_right_after_orf	3732	3729	3	2111	2110	True	TAG	True
ENSG00000037042	extra_triplet_right_after_orf	1761	1758	3	1554	1552	True	TGA	True
ENSG00000037241	extra_triplet_right_after_orf	722	719	3	490	489	True	TAA	True
ENSG00000037280	extra_triplet_right_after_orf	5857	5854	3	4169	4168	True	TAA	True
ENSG00000037474	extra_triplet_right_after_orf	3303	3300	3	2614	2613	True	TGA	True
ENSG00000037637	extra_triplet_right_after_orf	6202	6199	3	2370	2368	True	TAA	True
ENSG00000037749	extra_triplet_right_after_orf	2891	2888	3	1569	1568	True	TAA	True
ENSG00000037757	extra_triplet_right_after_orf	1735	1732	3	1148	1147	True	TAA	True
ENSG00000037897	extra_triplet_right_after_orf	2066	2063	3	1539	1538	True	TGA	True
ENSG00000037965	extra_triplet_right_after_orf	1889	1886	3	906	905	True	TAA	True
ENSG00000038002	extra_triplet_right_after_orf	2107	2104	3	1168	1166	True	TAA	True
ENSG00000038210	extra_triplet_right_after_orf	3540	3537	3	1635	1632	True	TAG	True
ENSG00000038219	extra_triplet_right_after_orf	10565	10562	3	9291	9289	True	TAA	True
ENSG00000038274	extra_triplet_right_after_orf	2103	2100	3	1143	1141	True	TAG	True
ENSG00000038295	extra_triplet_right_after_orf	4818	4815	3	3666	3665	True	TAA	True
ENSG00000038358	extra_triplet_right_after_orf	4800	4797	3	4443	4442	True	TAG	True
ENSG00000038382	extra_triplet_right_after_orf	11100	11097	3	9316	9315	True	TGA	True
ENSG00000038532	extra_triplet_right_after_orf	6891	6888	3	3390	3389	True	TGA	True
ENSG00000039068	extra_triplet_right_after_orf	4878	4875	3	2834	2833	True	TAG	True
ENSG00000039123	extra_triplet_right_after_orf	4192	4189	3	3381	3380	True	TAG	True
ENSG00000039319	extra_triplet_right_after_orf	6773	6770	3	4799	4797	True	TAG	True
ENSG00000039523	extra_triplet_right_after_orf	4228	4225	3	3904	3903	True	TAA	True
ENSG00000039560	extra_triplet_right_after_orf	3486	3483	3	3442	3441	True	TAA	True
ENSG00000039650	extra_triplet_right_after_orf	2041	2038	3	1995	1994	True	TGA	True
ENSG00000040199	extra_triplet_right_after_orf	4812	4809	3	4090	4089	True	TGA	True
ENSG00000040275	extra_triplet_right_after_orf	2668	2665	3	2095	2094	True	TAA	True
ENSG00000040341	extra_triplet_right_after_orf	3065	3062	3	2062	2061	True	TAG	True
ENSG00000040487	extra_triplet_right_after_orf	1805	1802	3	1146	1145	True	TGA	True
ENSG00000040531	extra_triplet_right_after_orf	2470	2467	3	1660	1659	True	TGA	True
ENSG00000040633	extra_triplet_right_after_orf	2037	2034	3	1439	1436	True	TGA	True
ENSG00000040933	extra_triplet_right_after_orf	6752	6749	3	3325	3324	True	TGA	True
ENSG00000041353	extra_triplet_right_after_orf	7281	7278	3	1176	1175	True	TAG	True
ENSG00000041357	extra_triplet_right_after_orf	4411	4408	3	934	933	True	TAG	True
ENSG00000041515	extra_triplet_right_after_orf	7436	7433	3	6265	6262	True	TGA	True
ENSG00000041802	extra_triplet_right_after_orf	3572	3569	3	2290	2289	True	TGA	True
ENSG00000041880	extra_triplet_right_after_orf	2336	2333	3	1952	1951	True	TGA	True
ENSG00000041982	extra_triplet_right_after_orf	7641	7638	3	7016	7015	True	TAA	True
ENSG00000041988	extra_triplet_right_after_orf	1366	1363	3	876	875	True	TGA	True
ENSG00000042088	extra_triplet_right_after_orf	3702	3699	3	2075	2074	True	TGA	True
ENSG00000042286	extra_triplet_right_after_orf	3247	3244	3	1339	1336	True	TGA	True
ENSG00000042317	extra_triplet_right_after_orf	2123	2120	3	2088	2086	True	TAA	True
ENSG00000042429	extra_triplet_right_after_orf	4874	4871	3	2242	2240	True	TGA	True
ENSG00000042445	extra_triplet_right_after_orf	3100	3097	3	1945	1943	True	TAG	True
ENSG00000042493	extra_triplet_right_after_orf	1442	1439	3	1295	1294	True	TGA	True
ENSG00000042753	extra_triplet_right_after_orf	898	895	3	607	606	True	TGA	True
ENSG00000043039	extra_triplet_right_after_orf	1813	1810	3	934	933	True	TAA	True
ENSG00000043093	extra_triplet_right_after_orf	7954	7951	3	932	931	True	TAG	True
ENSG00000043143	extra_triplet_right_after_orf	2748	2745	3	2589	2588	True	TAA	True
ENSG00000043355	extra_triplet_right_after_orf	2983	2980	3	1890	1889	True	TGA	True
ENSG00000043462	extra_triplet_right_after_orf	2421	2418	3	1807	1806	True	TAG	True
ENSG00000043514	extra_triplet_right_after_orf	2112	2109	3	1417	1416	True	TAA	True
ENSG00000043591	extra_triplet_right_after_orf	2853	2850	3	1509	1508	True	TAG	True
ENSG00000044090	extra_triplet_right_after_orf	5504	5501	3	5434	5433	True	TAG	True
ENSG00000044115	extra_triplet_right_after_orf	3756	3753	3	2809	2808	True	TAA	True
ENSG00000044446	extra_triplet_right_after_orf	5559	5556	3	4372	4371	True	TAG	True
ENSG00000044459	extra_triplet_right_after_orf	5576	5573	3	4304	4302	True	TGA	True
ENSG00000044524	extra_triplet_right_after_orf	5809	5806	3	3175	3174	True	TAA	True
ENSG00000044574	extra_triplet_right_after_orf	3908	3905	3	2167	2166	True	TAG	True
ENSG00000046604	extra_triplet_right_after_orf	5831	5828	3	3564	3563	True	TAA	True
ENSG00000046647	extra_triplet_right_after_orf	1682	1679	3	1046	1045	True	TGA	True
ENSG00000046651	extra_triplet_right_after_orf	3611	3608	3	3364	3363	True	TAA	True
ENSG00000046653	extra_triplet_right_after_orf	3275	3272	3	1423	1422	True	TAA	True
ENSG00000046889	extra_triplet_right_after_orf	10750	10747	3	5096	5095	True	TGA	True
ENSG00000047056	extra_triplet_right_after_orf	4582	4579	3	1627	1626	True	TAA	True
ENSG00000047188	extra_triplet_right_after_orf	6316	6313	3	4504	4503	True	TGA	True
ENSG00000047230	extra_triplet_right_after_orf	4319	4316	3	2503	2502	True	TGA	True
ENSG00000047249	extra_triplet_right_after_orf	2007	2004	3	1714	1713	True	TAA	True
ENSG00000047315	extra_triplet_right_after_orf	3748	3745	3	3566	3565	True	TAG	True
ENSG00000047346	extra_triplet_right_after_orf	3697	3694	3	3395	3393	True	TGA	True
ENSG00000047365	extra_triplet_right_after_orf	7514	7511	3	5603	5602	True	TAG	True
ENSG00000047410	extra_triplet_right_after_orf	9708	9705	3	7387	7386	True	TAA	True
ENSG00000047457	extra_triplet_right_after_orf	4676	4673	3	3459	3458	True	TGA	True
ENSG00000047578	extra_triplet_right_after_orf	6616	6613	3	4874	4873	True	TGA	True
ENSG00000047579	extra_triplet_right_after_orf	1403	1400	3	1227	1226	True	TAA	True
ENSG00000047597	extra_triplet_right_after_orf	5206	5203	3	1537	1535	True	TAA	True
ENSG00000047621	extra_triplet_right_after_orf	3826	3823	3	1745	1744	True	TAA	True
ENSG00000047634	extra_triplet_right_after_orf	1997	1994	3	1316	1315	True	TGA	True
ENSG00000047648	extra_triplet_right_after_orf	5117	5114	3	3796	3795	True	TGA	True
ENSG00000047849	extra_triplet_right_after_orf	8920	8917	3	6981	6979	True	TAA	True
ENSG00000047932	extra_triplet_right_after_orf	4450	4447	3	1463	1462	True	TAA	True
ENSG00000048028	extra_triplet_right_after_orf	4669	4666	3	3301	3300	True	TAA	True
ENSG00000048052	extra_triplet_right_after_orf	9705	9702	3	3349	3348	True	TGA	True
ENSG00000048140	extra_triplet_right_after_orf	2550	2547	3	1226	1225	True	TAG	True
ENSG00000048162	extra_triplet_right_after_orf	963	960	3	938	934	True	TAA	True
ENSG00000048342	extra_triplet_right_after_orf	5249	5246	3	5116	5114	True	TAA	True
ENSG00000048462	extra_triplet_right_after_orf	994	991	3	772	770	True	TAA	True
ENSG00000048471	extra_triplet_right_after_orf	8171	8168	3	2509	2508	True	TGA	True
ENSG00000048540	extra_triplet_right_after_orf	906	903	3	728	726	True	TGA	True
ENSG00000048544	extra_triplet_right_after_orf	2110	2107	3	620	619	True	TAA	True
ENSG00000048649	extra_triplet_right_after_orf	11550	11547	3	4627	4626	True	TAA	True
ENSG00000048740	extra_triplet_right_after_orf	1952	1949	3	1725	1723	True	TGA	True
ENSG00000048828	extra_triplet_right_after_orf	5118	5115	3	3549	3548	True	TAA	True
ENSG00000048991	extra_triplet_right_after_orf	3673	3670	3	3620	3619	True	TAA	True
ENSG00000049089	extra_triplet_right_after_orf	2862	2859	3	2165	2164	True	TGA	True
ENSG00000049130	extra_triplet_right_after_orf	1642	1639	3	1004	1002	True	TAA	True
ENSG00000049167	extra_triplet_right_after_orf	2017	2014	3	1232	1231	True	TGA	True
ENSG00000049192	extra_triplet_right_after_orf	7311	7308	3	4209	4208	True	TGA	True
ENSG00000049239	extra_triplet_right_after_orf	5590	5587	3	2559	2558	True	TGA	True
ENSG00000049245	extra_triplet_right_after_orf	2205	2202	3	416	415	True	TGA	True
ENSG00000049246	extra_triplet_right_after_orf	6279	6276	3	3855	3854	True	TGA	True
ENSG00000049249	extra_triplet_right_after_orf	5970	5967	3	1027	1026	True	TGA	True
ENSG00000049283	extra_triplet_right_after_orf	4071	4068	3	2476	2475	True	TGA	True
ENSG00000049323	extra_triplet_right_after_orf	6333	6330	3	5517	5516	True	TGA	True
ENSG00000049449	extra_triplet_right_after_orf	2572	2569	3	1288	1286	True	TGA	True
ENSG00000049540	extra_triplet_right_after_orf	3967	3964	3	2758	2757	True	TGA	True
ENSG00000049541	extra_triplet_right_after_orf	1695	1692	3	1124	1123	True	TAG	True
ENSG00000049618	extra_triplet_right_after_orf	10194	10191	3	7304	7303	True	TGA	True
ENSG00000049656	extra_triplet_right_after_orf	2500	2497	3	1873	1872	True	TGA	True
ENSG00000049759	extra_triplet_right_after_orf	3647	3644	3	3209	3208	True	TAA	True
ENSG00000049768	extra_triplet_right_after_orf	2448	2445	3	1551	1550	True	TGA	True
ENSG00000049769	extra_triplet_right_after_orf	3421	3418	3	2414	2413	True	TAG	True
ENSG00000049860	extra_triplet_right_after_orf	1901	1898	3	1786	1785	True	TAA	True
ENSG00000049883	extra_triplet_right_after_orf	11151	11148	3	1181	1180	True	TAA	True
ENSG00000050130	extra_triplet_right_after_orf	2137	2134	3	1502	1501	True	TGA	True
ENSG00000050165	extra_triplet_right_after_orf	1326	1323	3	1251	1250	True	TAG	True
ENSG00000050327	extra_triplet_right_after_orf	5544	5541	3	4966	4965	True	TAA	True
